"county_fips_code","county_name","date","confirmed_cases","deaths","total_pop","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","first_confirmed_case_date","population_density","case_fatality_rate","infection_rate","mortality_rate","avg_activity_change_7_days","new_deaths","new_confirmed_cases"
"06001","Alameda County",2020-02-29,14,0,1629615,2,7,14,-4,3,-1,2020-02-15,491.579080896757,0,8.59098621453534e-06,0,-21.6234207968902,0,55
"06001","Alameda County",2020-03-01,16,0,1629615,6,9,15,1,4,0,2020-02-15,491.579080896757,0,9.81826995946895e-06,0,-21.6234207968902,0,40
"06001","Alameda County",2020-03-02,20,0,1629615,4,7,7,-1,3,0,2020-02-15,491.579080896757,0,1.22728374493362e-05,0,-21.6234207968902,0,100
"06001","Alameda County",2020-03-03,21,0,1629615,5,12,41,0,1,-1,2020-02-15,491.579080896757,0,1.2886479321803e-05,0,-21.6234207968902,0,76
"06001","Alameda County",2020-03-04,24,0,1629615,1,6,23,-3,1,0,2020-02-15,491.579080896757,0,1.47274049392034e-05,0,-21.6234207968902,1,85
"06001","Alameda County",2020-03-05,30,0,1629615,1,6,12,-5,-1,1,2020-02-15,491.579080896757,0,1.84092561740043e-05,0,-21.6234207968902,1,96
"06001","Alameda County",2020-03-06,34,0,1629615,1,5,-1,-7,0,2,2020-02-15,491.579080896757,0,2.08638236638715e-05,0,-21.6234207968902,0,109
"06001","Alameda County",2020-03-07,39,0,1629615,-6,4,-23,-14,1,3,2020-02-15,491.579080896757,0,2.39320330262056e-05,0,-21.6234207968902,1,156
"06001","Alameda County",2020-03-08,41,0,1629615,-2,4,14,-8,1,1,2020-02-15,491.579080896757,0,2.51593167711392e-05,0,-21.6234207968902,0,160
"06001","Alameda County",2020-03-09,46,0,1629615,0,6,18,-15,-6,4,2020-02-15,491.579080896757,0,2.82275261334732e-05,0,-21.6234207968902,0,181
